IF_adj,diferenca_limite,diferenca_prazo,diferenca_taxa
Itaú,59854.990000000005,-42.0,
Itaú,342419.3,-42.0,
Itaú,366138.61000000004,,
Itaú,1070.3700000000026,,
Itaú,-175865.57000000007,,
Itaú,65571.17,,
Itaú,163473.10000000003,-42.0,
Itaú,-13559.189999999999,-42.0,
Itaú,-232389.5100000003,,
Itaú,16014.150000000009,,
Itaú,75065.900000000009,,
Itaú,5993.83999999996,,
Itaú,-60733.020000000004,,
Itaú,-40345.340000000018,,
Itaú,114358.65,,
Itaú,70379.689999999973,,
Itaú,6448.9700000000084,,
Itaú,-165880.57,-30.0,0.010262005107676567
Itaú,-46034.449999999924,,
Itaú,16341.799999999988,,
Itaú,124263.56,,
Itaú,447051.07999999996,,
Itaú,-269603.23,-42.0,
Itaú,90294.579999999987,,
Itaú,-30603.959999999977,,
Itaú,149932.5,,
Itaú,122179.43000000001,,
Itaú,-133879.25000000006,,
Itaú,274233.86,,
Itaú,-118780.07000000004,,
Itaú,-10523.220000000001,,
Itaú,126600.50000000001,,
Itaú,-296252.26,,
Itaú,69449.010000000009,6.0,-0.016461448574928088
Itaú,-17264.22,-30.0,
Itaú,-29515.55,-42.0,
Itaú,-11888.670000000002,,
Itaú,-18908.829999999958,,
Itaú,84553.869999999966,,
Itaú,88069.99000000002,-42.0,
Itaú,15046.830000000016,,
Itaú,-38632.989999999983,,
Itaú,13494.369999999981,,
Itaú,10553.0,,
Itaú,90768.3900000001,,
Itaú,54896.549999999996,-42.0,0.015401528750369892
Itaú,12022.180000000008,-42.0,
Itaú,176563.08,,
Itaú,-191089.60999999993,,
Itaú,7781.3400000000256,,
Itaú,35586.599999999991,,
Itaú,-117874.82,,
Itaú,63491.509999999995,-30.0,
Itaú,-30501.840000000004,-48.0,
Itaú,-13941.679999999986,,
Itaú,-15167.999999999971,,
Itaú,-355235.43999999994,,
Itaú,2719.1900000000023,,
Itaú,42952.37999999999,,
Itaú,16658.35,12.0,-0.05568532104254325
Itaú,-303013.93,-54.0,0.011999806704810784
Itaú,79370.069999999992,,
Itaú,-7442.42000000002,,
Itaú,302659.52,,
Itaú,-52679.85,,
Itaú,26919.62,-42.0,
Itaú,-28379.219999999998,,
Itaú,-14219.05,,
Itaú,23389.530000000013,,
Itaú,-21063.889999999985,,
Itaú,109889.56999999999,,
Itaú,-53187.49000000002,,
Itaú,-26254.739999999994,,
Itaú,-24853.179999999978,,
Itaú,-41383.72,-42.0,
Itaú,-8945.7700000000041,,
Itaú,16380.819999999978,,
Itaú,23003.020000000004,,
Itaú,-20884.889999999985,,
Itaú,-91444.700000000012,-30.0,
Itaú,-84456.99000000002,-42.0,
Itaú,407780.36,,
Itaú,2003.890000000014,,
Itaú,-30694.140000000007,-42.0,
Itaú,53087.75,,
Itaú,26847.549999999945,,
Itaú,5343.4099999999889,,
Itaú,201367.36000000004,,
Itaú,-46139.209999999992,,
Itaú,-34805.379999999946,,
Itaú,7764.47000000003,,
Itaú,-20141.470000000023,,
Itaú,8754.37,6.0,
Itaú,-150015.92999999996,-30.0,
Itaú,-20256.48,,
Itaú,71838.959999999992,,
Itaú,-117557.33000000002,,
Itaú,-232331.10000000003,,
Itaú,31171.280000000013,,
Itaú,-43756.44,-48.0,
Itaú,176191.33000000002,-36.0,
Itaú,-1859.489999999998,-36.0,
Itaú,14650.470000000001,,
Itaú,121366.66000000002,,
Itaú,271559.56,,
Itaú,-18978.949999999997,,
Itaú,65103.689999999988,,
Itaú,151725.37,12.0,-0.00751207403288575
Itaú,-25314.770000000004,-30.0,
Itaú,-76612.6,-30.0,
Itaú,-49432.319999999978,-48.0,
Itaú,212674.75000000003,,
Itaú,21426.689999999973,,
Itaú,11569.320000000007,-42.0,
Itaú,-47814.51999999999,,
Itaú,67243.699999999983,-42.0,
Itaú,30060.86,,
Itaú,71567.12,-6.0,-0.013302296114995039
Itaú,-7961.9599999999991,-30.0,0.014999648867901685
Itaú,-402078.25999999995,-54.0,0.012999828775335526
Itaú,-78720.31,-42.0,
Itaú,22589.619999999995,,
Itaú,-112894.48999999999,-30.0,
Itaú,-12289.22000000003,,
Itaú,-16403.009999999995,,
Itaú,-4010.0500000000175,-36.0,
Itaú,-41980.539999999986,-42.0,
Itaú,-81436.260000000038,,
Itaú,46983.680000000008,,
Itaú,-33717.62,-42.0,
Itaú,2384.6799999999857,,
Itaú,-150286.94000000006,,
Itaú,-398983.82999999996,-42.0,0.00899951297978004
Itaú,-59825.999999999971,-42.0,
Itaú,92495.039999999979,,
Itaú,-63362.22000000003,-42.0,
Itaú,74160.89,,
Itaú,43194.150000000009,,
Itaú,-273347.4,,
Itaú,-90544.940000000046,,
Itaú,42151.149999999994,,
Itaú,-43152.119999999988,,
Itaú,-100775.79000000001,-30.0,
Itaú,49570.220000000016,-42.0,
Itaú,5368.7499999999982,-48.0,
Itaú,-21439.499999999993,,
Itaú,-31975.799999999974,,
Itaú,-300815.60000000015,,
Itaú,22716.61,,
Itaú,-6840.2099999999482,,
Itaú,-20751.75999999998,,
Itaú,37856.399999999994,,
Itaú,-207093.82,,
Itaú,-22563.639999999985,-42.0,
Itaú,-81263.4499999999,,
Itaú,75433.98,,
Itaú,-114726.88000000003,,
Itaú,-64137.290000000015,,
Itaú,-165575.07999999996,,
Itaú,-392503.5900000002,,
Itaú,137446.67,12.0,
Itaú,53426.67,-30.0,
Itaú,77344.209999999992,,
Itaú,-154747.62000000002,,
Itaú,-204814.23999999976,,
Itaú,-112973.74000000002,,
Itaú,-32056.679999999978,,
Itaú,-62172.69,,
Itaú,51281.890000000014,,
Itaú,157919.1,,
Itaú,-168981.46000000008,,
Itaú,-81936.159999999989,,
Itaú,109841.16,,
Itaú,111945.73,,
Itaú,-173805.45,,
Itaú,104288.98,-6.0,0.0071546903377739078
Itaú,23651.030000000013,,
Itaú,-23061.71000000001,,
Itaú,-201811.81999999998,-36.0,
Itaú,-80743.090000000026,-42.0,
Itaú,-42849.549999999959,,
Itaú,37894.490000000005,,
Itaú,-85219.709999999934,,
Itaú,-171009.52000000002,,
Itaú,44574.469999999972,,
Itaú,-136189.95000000004,-42.0,
Itaú,25722.389999999985,-42.0,
Itaú,4174.1900000000023,-42.0,
Itaú,350922.29000000004,,
Itaú,-16901.850000000013,,
Itaú,-19533.799999999996,,
Itaú,52574.649999999907,,
Itaú,-283615.57999999996,-30.0,
Itaú,26198.339999999997,-42.0,
Itaú,-23467.25,,
Itaú,119343.52999999991,,
Itaú,-16498.370000000003,,
Itaú,7161.239999999998,-30.0,
Itaú,-70795.329999999987,-30.0,
Itaú,-122312.79,-42.0,-0.0038005821714103688
Itaú,364666.24,-42.0,
Itaú,-19037.88,-48.0,
Itaú,-30275.63999999997,,
Itaú,-49745.53,,
Itaú,-180183.78000000009,,
Itaú,-266622.29000000004,-30.0,
Itaú,-71275.25,-42.0,
Itaú,245773.83999999979,,
Itaú,-461536.97,,
Itaú,-70110.630000000034,,
Itaú,4863.2700000000041,,
Itaú,-324340.73,-42.0,0.024563638552283072
Itaú,-94883.7,-48.0,
Itaú,-24207.579999999958,,
Itaú,103606.42,,
Itaú,8416.1600000000035,,
Itaú,8456.6399999999921,,
Itaú,-415951.82,6.0,
Itaú,-4786.6500000000233,-42.0,
Itaú,26033.070000000036,,
Itaú,-302588.01999999973,,
Itaú,-51012.420000000006,,
Itaú,72282.71,-6.0,
Itaú,49827.41,-6.0,0.034051343763671305
Itaú,12426.899999999998,-42.0,0.012989231487970113
Itaú,86117.170000000042,,
Itaú,321988.48,,
Itaú,-26529.439999999995,,
Itaú,43412.8,,
Itaú,85440.600000000035,,
Itaú,-105236.56999999998,,
Itaú,-2149.2299999999996,,
Itaú,-160098.71999999997,,
Itaú,114407.77,,
Itaú,71329.819999999992,,
Itaú,34098.42,0.0,-2.4382256624082971e-05
Itaú,169814.38,-18.0,0.0035479409782941049
Itaú,59237.150000000009,-42.0,
Itaú,48934.890000000029,,
Itaú,-27218.010000000017,,
Itaú,110263.88000000002,,
Itaú,52572.229999999952,,
Itaú,-39853.819999999985,,
Itaú,-40520.170000000006,,
Itaú,240826.97999999998,6.0,0.0016037815126050611
Itaú,-86291.81,-30.0,0.016601127258417135
Itaú,-321384.95,-42.0,0.0080000376563337978
Itaú,-55115.320000000029,,
Itaú,192651.29999999993,,
Itaú,296904.89000000013,,
Itaú,32348.68,-42.0,
Itaú,-141598.72000000006,,
Itaú,181907.12,,
Itaú,-133789.8,,
Itaú,289699.31999999995,,
Itaú,-176203.74999999997,,
Itaú,112127.64999999997,,
Itaú,92166.83,-12.0,
Itaú,-44543.820000000007,-48.0,
Itaú,-198370.73999999993,,
Itaú,94129.350000000035,,
Itaú,-67766.36,-18.0,0.0019991306839726511
Itaú,-288572.74,-48.0,
Itaú,44645.599999999991,,
Itaú,-6013.4899999999816,,
Itaú,-40636.979999999981,,
Itaú,164599.59,,
Itaú,42164.67,-18.0,
Itaú,38987.17,-42.0,0.00560265073175362
Itaú,43648.899999999994,,
Itaú,59650.540000000008,,
Itaú,-1622.8399999999965,,
Itaú,-85234.14,,
Itaú,-266751.08999999997,,
Itaú,-23220.370000000003,,
Itaú,-13733.69999999999,,
Itaú,-48089.39,,
Itaú,425077.46,,
Itaú,-7934.210000000021,,
Itaú,-29570.98000000001,,
Itaú,15165.689999999999,,
Itaú,93979.740000000034,,
Itaú,279662.23,18.0,
Itaú,-37044.710000000006,-24.0,0.042041162056157426
Itaú,-30603.09,-48.0,
Itaú,-26164.319999999992,-42.0,
Itaú,12496.069999999996,-42.0,
Itaú,-116149.12000000001,,
Itaú,107906.11000000003,,
Itaú,55058.160000000033,,
Itaú,41505.679999999993,,
Itaú,195346.64,-24.0,0.0075953245809766978
Itaú,114918.86,,
Itaú,-155003.82,,
Itaú,46997.070000000007,-42.0,
Itaú,-226199.54000000007,,
Itaú,-36761.929999999978,,
Itaú,13889.209999999992,,
Itaú,83371.26999999999,,
Itaú,6831.6699999999764,,
Itaú,-41281.540000000008,-42.0,
Itaú,-32855.800000000032,-42.0,
Itaú,91817.37000000001,,
Itaú,93859.959999999992,,
Itaú,-186339.88999999993,,
Itaú,91196.489999999991,,
Itaú,-3717.3199999999779,-30.0,
Itaú,29667.770000000019,-42.0,
Itaú,-174683.15000000005,-42.0,0.015999819085904046
Itaú,68547.669999999984,,
Itaú,-28690.579999999998,,
Itaú,-78780.1,,
Itaú,18892.430000000015,,
Itaú,-2679.5099999999948,-48.0,
Itaú,70580.41,,
Itaú,24859.140000000007,,
Itaú,-7261.4800000000105,,
Itaú,243626.81000000003,,
Itaú,36839.41,-12.0,
Itaú,-126872.00999999988,,
Itaú,-15847.130000000019,,
Itaú,-166908.8599999999,,
Itaú,10080.39,9.0,
Itaú,18942.600000000002,-6.0,-0.0372819192935017
Itaú,33241.299999999988,-6.0,
Itaú,24827.03,-42.0,
Itaú,-30254.349999999991,,
Itaú,-126383.55000000005,,
Itaú,17918.229999999996,,
Itaú,-58530.659999999974,,
Itaú,80509.689999999959,,
Itaú,57753.01999999999,,
Itaú,205349.57,,
Itaú,115862.47000000003,,
Itaú,-10437.19,-6.0,0.0015547779952959813
Itaú,-182479.12000000002,-30.0,
Itaú,-251941.42999999982,,
Itaú,-49342.68,-30.0,
Itaú,76997.440000000061,,
Itaú,-60708.439999999988,,
Itaú,70379.57,,
Itaú,14109.039999999979,,
Itaú,9476.1899999999878,,
Itaú,-3933.509999999922,,
Itaú,231160.97999999998,,
Itaú,53677.630000000005,-6.0,
Itaú,-62602.149999999994,,
Itaú,53119.409999999989,,
Itaú,2555.3400000000038,,
Itaú,201188.05,,
Itaú,117687.33,,
Itaú,43308.610000000015,,
Itaú,343817.12,-42.0,
Itaú,118649.27000000002,,
Itaú,-42697.979999999865,,
Itaú,-180816.52999999997,,
Itaú,23187.080000000016,,
Itaú,-209701.10999999978,,
Itaú,-18089.499999999971,-48.0,
Itaú,18405.040000000008,,
Itaú,-40928.199999999968,,
Itaú,22758.479999999996,-6.0,
Itaú,-1334.4400000000096,-42.0,
Itaú,-255742.56999999995,-48.0,
Itaú,63094.039999999979,,
Itaú,54845.020000000004,,
Itaú,-284484.71,,
Itaú,-12005.690000000002,,
Itaú,-170723.83000000005,,
Itaú,37327.380000000005,,
Itaú,90324.52,,
Itaú,53758.560000000012,,
Itaú,4307.8499999999985,,
Itaú,19321.349999999969,,
Itaú,-83979.87,-42.0,
Itaú,103485.16,,
Itaú,-19411.560000000023,,
Itaú,34224.420000000013,,
Itaú,233017.91999999998,12.0,
Itaú,12947.349999999995,-42.0,
Itaú,59761.81,,
Itaú,166519.28,,
Itaú,-85279.329999999987,,
Itaú,-19424.030000000002,,
Itaú,53777.790000000023,,
Itaú,-49269.569999999978,,
Itaú,-61486.860000000022,,
Itaú,-201511.08,-30.0,
Itaú,-29578.099999999991,,
Itaú,5005.4500000000007,,
Itaú,-38591.819999999745,,
Itaú,-135914.90000000002,-36.0,
Itaú,1874.5899999999965,,
Itaú,-192752.77000000002,,
Itaú,20743.559999999998,,
Itaú,-34717.409999999996,,
Itaú,-6531.820000000007,-42.0,
Itaú,32779.459999999992,,
Itaú,31617.450000000004,,
Itaú,187542.77000000002,,
Itaú,77073.94,12.0,0.0042720444154148753
Itaú,-311762.01,-42.0,0.018599178834500928
Itaú,-104581.60000000002,,
Itaú,91549.81,,
Itaú,-72240.209999999672,,
Itaú,-120842.00999999997,,
Itaú,-103072.08000000007,,
Itaú,-16569.770000000004,,
Itaú,-132108.18,,
Itaú,-277633.6,-42.0,
Itaú,-12007.330000000016,,
Itaú,-745.27999999999884,,
Itaú,-275515.17000000004,,
Itaú,-256578.11,,
Itaú,-62079.440000000031,,
Itaú,27451.440000000046,,
Itaú,127017.1,,
Itaú,-77952.510000000009,-42.0,
Itaú,-45057.559999999969,,
Itaú,-19740.459999999905,,
Itaú,788.04000000000815,,
Itaú,15586.700000000012,,
Itaú,26669.83,,
Itaú,-73849.6,-42.0,
Itaú,184398.33000000002,,
Itaú,22521.060000000019,,
Itaú,-12923.630000000001,-42.0,
Itaú,-374853.46,-42.0,0.014329504294399456
Itaú,65082.3,,
Itaú,-103086.26000000002,,
Itaú,33998.81,,
Itaú,-97442.02,,
Itaú,68322.470000000088,,
Itaú,55803.610000000015,,
Itaú,182824.92,-6.0,0.0008987257216932186
Itaú,-12443.999999999985,-42.0,
Itaú,20099.429999999978,,
Itaú,108217.13,,
Itaú,-342846.05999999994,,
Itaú,19675.68,6.0,0.0004584958217268148
Itaú,-418652.2699999999,,
Itaú,-169333.52,,
Itaú,15996.260000000009,,
Itaú,94778.540000000008,,
Itaú,392235.7,15.0,-0.022036110418959955
Itaú,38521.439999999995,-30.0,
Itaú,714.7400000000016,-42.0,
Itaú,-7463.9100000000035,,
Itaú,69737.430000000022,,
Itaú,-4598.1999999999989,,
Itaú,55992.320000000007,-42.0,
Itaú,-81208.450000000012,-42.0,
Itaú,-19657.819999999978,,
Itaú,-238232.40000000005,,
Itaú,61794.340000000004,-18.0,
Itaú,-39109.400000000009,-42.0,
Itaú,-97814.709999999992,,
Itaú,-13748.349999999977,,
Itaú,-29965.53,-6.0,0.0014974480876876195
Itaú,-77718.51999999999,-42.0,
Itaú,96073.190000000061,,
Itaú,-344198.95999999996,,
Itaú,-32452.08,-48.0,
Itaú,-57819.899999999972,,
Itaú,-15897.410000000007,,
Itaú,444771.6,,
Itaú,-124056.62,-30.0,
Itaú,47078.849999999991,-42.0,
Itaú,-36551.829999999987,-42.0,
Itaú,39954.340000000026,,
Itaú,22775.829999999987,,
Itaú,-16961.299999999988,,
Itaú,-82375.640000000014,,
Itaú,112008.79000000001,,
Itaú,123894.58000000002,,
Itaú,-74689.640000000029,,
Itaú,99833.76,,
Itaú,44190.489999999991,,
Itaú,-144674.80999999994,,
Itaú,277897.66,,
Itaú,-296503.19999999995,,
Itaú,-17623.030000000002,,
Itaú,-29107.799999999974,,
Itaú,-121847.34999999998,,
Itaú,10153.75,,
Itaú,1035.7800000000207,,
Itaú,23989.36,-42.0,0.026255300382759313
Itaú,-310721.72000000003,,
Itaú,-2278.580000000009,,
Itaú,62364.02999999997,,
Itaú,12700.730000000003,,
Itaú,-11478.200000000012,,
Itaú,193.22999999999593,-42.0,
Itaú,28193.050000000017,,
Itaú,43613.12,,
Itaú,30466.430000000029,,
Itaú,52685.039999999979,,
Itaú,-139647.4599999999,,
Itaú,-17861.599999999962,,
Itaú,-13597.399999999969,,
Itaú,-240725.58,,
Itaú,112458.59000000001,,
Itaú,55378.670000000042,,
Itaú,16022.810000000012,,
Itaú,6585.63,6.0,
Itaú,493017.31,6.0,
Itaú,44451.47000000003,,
Itaú,133589.25,,
Itaú,-105595.84000000003,,
Itaú,38933.06,,
Itaú,-40267.860000000044,,
Itaú,113622.9299999997,,
Itaú,-96219.949999999983,,
Itaú,629.41999999999825,-6.0,
Itaú,-26065.099999999977,-6.0,
Itaú,88205.250000000029,,
Itaú,20053.009999999995,,
Itaú,-50541.37999999999,,
Itaú,174748.46000000002,,
Itaú,10970.750000000015,,
Itaú,-66277.73,,
Itaú,-206532.72999999992,,
Itaú,-24519.769999999997,,
Itaú,79804.819999999992,,
Itaú,228814.95,,
Itaú,-23119.18,-42.0,
Itaú,113795.83,,
Itaú,-331057.89999999997,,
Itaú,-38726.759999999995,,
Itaú,-147467.41,,
Itaú,-15267.030000000013,,
Itaú,-45128.659999999996,-42.0,
Itaú,102059.78000000003,,
Itaú,136010.40000000002,,
Itaú,5529.93999999993,,
Itaú,37447.25,,
Itaú,96223.75999999998,,
Itaú,-72695.59,,
Itaú,61091.430000000008,-42.0,
Itaú,-3575.8999999999578,,
Itaú,335048.97,,
Itaú,138907.53000000003,,
Itaú,-13774.039999999979,,
Itaú,79408.680000000008,15.0,-0.014203269227476022
Itaú,61268.76999999999,,
Itaú,88007.99000000002,,
Itaú,-85726.97,,
Itaú,-58420.759999999995,-36.0,
Itaú,-64595.200000000004,-42.0,0.006998461524172904
Itaú,102921.14000000001,,
Itaú,-174847.50999999998,,
Itaú,-79126.959999999992,,
Itaú,-170607.69999999998,,
Itaú,-163278.93000000002,-42.0,
Itaú,-54334.070000000007,,
Itaú,-144019.71000000002,-42.0,0.0029002966123603188
Itaú,96817.889999999985,-42.0,
Itaú,31197.039999999986,,
Itaú,-140753.38000000018,,
Itaú,289265.01,,
Itaú,640.309999999994,,
Itaú,192026.47,,
Itaú,-72085.010000000009,6.0,
Itaú,-88884.26,-42.0,
Itaú,264932.25,-42.0,
Itaú,-36439.869999999995,-42.0,
Itaú,82133.07,,
Itaú,-145834.3,-42.0,
Itaú,-114437.34,,
Itaú,-37741.990000000049,,
Itaú,1617.9500000000116,,
Itaú,73935.73,,
Itaú,-55685.53,,
Itaú,-62340.310000000012,,
Itaú,62631.2,6.0,-0.0091265113449600713
Itaú,185151.30000000002,6.0,-0.00021383975026020158
Itaú,-59501.68,-42.0,
Itaú,88881.53,-42.0,
Itaú,170635.71,,
Itaú,107627.78,,
Itaú,-165993.64999999979,,
Itaú,15574.379999999997,,
Itaú,-93299.47,,
Itaú,26029.760000000009,-42.0,
Itaú,128599.0,-42.0,
Itaú,12647.949999999983,-42.0,
Itaú,121722.44,,
Itaú,23759.090000000055,,
Itaú,-27353.16,,
Itaú,-81165.430000000008,-30.0,0.0052603949561493037
Itaú,97053.199999999983,-48.0,
Itaú,-77645.099999999977,,
Itaú,29825.200000000004,-30.0,
Itaú,91150.06,-42.0,
Itaú,-14723.660000000003,,
Itaú,33493.56,,
Itaú,22363.98000000001,,
Itaú,-142855.80000000002,,
Itaú,-55278.390000000007,,
Itaú,38723.240000000049,,
Itaú,7756.0999999999913,,
Itaú,-54509.11,,
Itaú,120823.73000000001,,
Itaú,-132085.35000000006,,
Itaú,-451983.85999999981,,
Itaú,-168824.97999999989,,
Itaú,229243.16999999995,,
Itaú,144738.56999999998,17.0,
Itaú,-16401.610000000004,-42.0,
Itaú,33308.400000000009,-42.0,
Itaú,-19389.570000000043,,
Itaú,112061.02000000005,,
Itaú,-188218.49999999994,,
Itaú,22243.039999999994,,
Itaú,67616.66,-42.0,
Itaú,-33981.100000000006,-42.0,0.012262319971897931
Itaú,-20862.779999999992,,
Itaú,-10938.799999999996,,
Itaú,-6581.4599999999919,,
Itaú,-169900.87,,
Itaú,38052.609999999986,,
Itaú,-29609.43,,
Itaú,-68221.709999999963,,
Itaú,14221.939999999997,,
Itaú,164221.13999999996,,
Itaú,-41628.720000000059,,
Itaú,13346.589999999967,,
Itaú,82191.59,,
Itaú,-68059.51999999999,,
Itaú,129153.47999999989,,
Itaú,25466.850000000002,6.0,0.011469709804923962
Itaú,7300.7099999999991,-42.0,
Itaú,178530.27,-42.0,
Itaú,-304716.99999999988,,
Itaú,92670.540000000023,,
Itaú,-212773.65000000002,,
Itaú,61483.770000000004,,
Itaú,20789.789999999997,,
Itaú,-81651.66,,
Itaú,30679.51999999999,,
Itaú,-23233.430000000008,,
Itaú,-10706.330000000016,,
Itaú,-141339.98,-42.0,
Itaú,121.2699999999968,-42.0,
Itaú,-164973.66,,
Itaú,-13642.50999999998,,
Itaú,-46501.399999999994,,
Itaú,33766.17,,
Itaú,-83287.45,-42.0,
Itaú,39962.600000000064,,
Itaú,-171196.14,,
Itaú,-87583.299999999988,,
Itaú,-6374.760000000002,,
Itaú,62938.589999999938,,
Itaú,-282188.51999999996,,
Itaú,-5236.5400000000081,-42.0,
Itaú,2668.1800000000003,-42.0,
Itaú,-93300.870000000039,,
Itaú,43476.390000000029,,
Itaú,48178.729999999996,,
Itaú,141393.55000000002,,
Itaú,-16272.679999999949,,
Itaú,82160.25,6.0,0.0068000274530376145
Itaú,-69401.31,-42.0,
Itaú,33204.680000000008,-42.0,
Itaú,11682.150000000081,,
Itaú,-28259.790000000037,,
Itaú,-59150.329999999987,,
Itaú,-136670.59000000003,,
Itaú,-20347.119999999995,,
Itaú,-21328.09999999998,,
Itaú,19428.949999999997,12.0,
Itaú,-38269.490000000049,,
Itaú,76151.12,,
Itaú,35775.09,,
Itaú,-153813.83000000002,-42.0,
Itaú,18855.989999999998,-42.0,
Itaú,39804.779999999912,,
Itaú,7685.8199999999979,,
Itaú,-63374.100000000028,,
Itaú,-31491.679999999993,,
Itaú,43205.1,,
Itaú,-26140.680000000037,,
Itaú,23837.58,,
Itaú,127191.41000000003,,
Itaú,86939.38,,
Itaú,-184692.55999999994,,
Itaú,315466.46,-42.0,0.014000743418233503
Itaú,95838.410000000091,,
Itaú,38580.369999999966,,
Itaú,30071.929999999993,,
Itaú,-9388.3299999999872,,
Itaú,37278.94,-42.0,0.009809308726367795
Itaú,-237450.84000000003,-48.0,0.052270533577188721
Itaú,50903.639999999956,,
Itaú,66302.85,,
Itaú,-19919.600000000006,,
Itaú,-225951.00999999998,,
Itaú,-278202.8600000001,,
Itaú,-132564.66000000003,,
Itaú,2050.0200000000041,-42.0,
Itaú,5590.37,-12.0,
Itaú,63446.98000000001,-42.0,
Itaú,-57952.33,-42.0,
Itaú,-37014.090000000011,-42.0,
Itaú,-33943.34,-48.0,
Itaú,-9683.5300000000134,,
Itaú,564.77999999999884,,
Itaú,66192.440000000061,,
Itaú,161203.36,,
Itaú,283366.14999999997,,
Itaú,65290.160000000033,,
Itaú,-11467.940000000017,,
Itaú,-214596.90000000002,,
Itaú,51887.00999999998,,
Itaú,-105151.55000000005,,
Itaú,-219354.97000000009,,
Itaú,-3993.9799999999959,,
Itaú,50158.690000000031,,
Itaú,597.6299999999901,-18.0,-0.0021001143732915298
Itaú,40388.929999999986,,
Itaú,147272.5,,
Itaú,10312.339999999989,,
Itaú,-181005.58999999997,,
Itaú,-97246.040000000008,-6.0,0.011900237551763573
Itaú,127768.52000000002,-36.0,
Itaú,56164.180000000022,,
Itaú,-106565.52999999994,,
Itaú,-37100.479999999967,,
Itaú,116926.68,-42.0,
Itaú,-24161.889999999985,-42.0,
Itaú,3074.0900000000038,-42.0,
Itaú,6682.3200000000015,-42.0,
Itaú,52991.87000000001,,
Itaú,-131676.48999999996,,
Itaú,54117.45,,
Itaú,-286200.13,,
Itaú,1892.679999999993,,
Itaú,-130627.21,,
Itaú,-20250.470000000016,,
Itaú,52032.859999999986,,
Itaú,-271397.87999999995,,
Itaú,6168.7200000000048,,
Itaú,227971.58000000002,,
Itaú,-97530.91,,
Itaú,-139951.76,,
Itaú,-68171.46,-42.0,
Itaú,-18136.710000000003,-42.0,
Itaú,3112.6900000000005,-42.0,
Itaú,-96447.239999999962,,
Itaú,50137.059999999969,-42.0,
Itaú,245533.21000000002,-36.0,
Itaú,-47961.580000000031,,
Itaú,54867.919999999984,,
Itaú,118081.40999999997,,
Itaú,44257.43,,
Itaú,77073.73,,
Itaú,-27599.709999999992,,
Itaú,10475.23000000001,-42.0,
Itaú,-25715.799999999992,-48.0,
Itaú,132777.44,,
Itaú,-150644.63,,
Itaú,-249763.99000000002,,
Itaú,54956.130000000005,-42.0,
Itaú,-67269.900000000023,-42.0,
Itaú,-1674.5599999999977,-162.0,
Itaú,-143201.93999999992,,
Itaú,142071.94,,
Itaú,6558.4399999999987,,
Itaú,228063.96999999997,,
Itaú,-165538.18000000002,-42.0,
Itaú,-200576.96000000005,,
Itaú,94548.039999999979,,
Itaú,53787.310000000012,,
Itaú,-303846.82,,
Itaú,87654.61000000003,,
